Date,VOOV,EZU,IWM,SMH,IBB,XLU,VOOG,SPY,QQQ
5/18/16,87.06,33.91,109.84,52.87,87.59,47.7,102.74,204.91,105.86
5/19/16,86.85,33.68,108.96,52.41,86.3,48.18,102.13,204.2,105.31
5/20/16,87.42,34.03,110.79,54.15,88.06,48.29,102.87,205.49,106.47
5/23/16,87.36,33.88,110.66,54.5,88.68,47.86,102.82,205.21,106.33
5/24/16,88.28,34.51,112.94,55.82,90.68,48.34,104.34,207.87,108.46
5/25/16,89.06,34.9,113.6,56.13,91.68,48.2,104.87,209.28,109.24
5/26/16,88.91,35.17,113.47,56.32,91.23,48.75,104.95,209.34,109.56
5/27/16,89.3,35.06,114.6,56.69,92.06,48.83,105.39,210.24,110.13
5/31/16,89.23,33.99,115,56.9,93.26,49.15,105.33,209.84,110.34
6/1/16,89.37,34.98,115.78,57.13,93.73,49.28,105.37,210.27,110.35
6/2/16,89.61,35.02,116.67,57.12,95.43,49.3,105.7,210.91,110.58
6/3/16,89.46,35.14,115.97,57.23,93.92,50.08,105.45,210.28,110.06
6/6/16,90.02,35.22,117.22,57.09,95.36,50.01,105.82,211.35,110.46
6/7/16,90.24,35.55,117.56,57.69,92.92,49.97,105.79,211.68,110.18
6/8/16,90.5,35.62,118.43,57.7,92.84,50.27,106.15,212.37,110.37
6/9/16,90.35,35.03,117.67,57.7,91.19,50.7,106.11,212.08,110.19
6/10/16,89.45,33.8,116.07,56.7,89.2,50.57,105.12,210.07,108.94
6/13/16,88.8,33.23,114.81,56.46,88.14,50.51,104.27,208.45,108.03
6/14/16,88.35,32.69,114.48,56.39,87.5,50.78,104.23,208.04,108.03
6/15/16,88.71,32.87,114.56,56.33,87.5,50.46,104.04,207.75,107.72
6/16/16,88.62,33.09,114.55,56.36,87.33,50.78,104.33,208.37,108.04
6/17/16,88.71,33.51,114.06,55.98,85.46,50.55,103.63,206.52,106.49
6/20/16,89.2,34.25,115.3,56.92,86.23,50.36,104.31,207.85,107.16
6/21/16,88.98,34.63,115.08,57.19,84.93,50.43,104.25,208.44,107.5
6/22/16,88.88,33.74,114.63,57.12,85.52,50.19,103.96,208.1,107.24
6/23/16,89.92,34.92,116.82,58.55,87.37,50.33,105.11,210.81,108.77
6/24/16,86.8,30.9,112.55,55.13,83.01,50.61,101.72,203.13,104.29
6/27/16,85.1,30.24,108.69,53.43,80.5,51.03,99.99,199.6,102.22
6/28/16,86.5,31.04,110.37,54.89,83.55,51.22,101.82,203.2,104.46
6/29/16,88.11,31.63,112.88,56.01,85.35,51.36,103.4,206.66,106.31
6/30/16,89.47,32.27,114.98,57.01,85.78,52.47,104.7,209.48,107.54
7/1/16,89.64,32.29,115.39,56.59,87.58,52.48,104.97,209.92,108.08
7/5/16,88.62,31.26,113.69,55.69,86.8,52.87,104.65,208.41,107.42
7/6/16,89.18,31.16,113.89,55.77,88.75,52.98,105.26,209.66,108.3
7/7/16,89.05,30.96,114.13,56.4,89.28,52,105.24,209.53,108.62
7/8/16,90.28,31.63,116.79,57.94,90.38,52.54,106.73,212.65,110.3
7/11/16,90.69,32.05,118.14,58.72,90.19,52.5,107.13,213.4,110.93
7/12/16,91.53,32.63,119.72,59.36,90.85,51.78,107.65,214.95,111.49
7/13/16,91.64,32.7,119.25,59.37,89.27,52.19,107.55,214.92,111.22
7/14/16,92.14,33.08,119.37,59.87,89.49,51.85,108.15,216.12,111.98
7/15/16,92.07,32.89,119.7,59.7,90.84,52,108.02,215.83,111.8
7/18/16,92.2,32.87,119.9,61.44,91.16,52.15,108.4,216.41,112.54
7/19/16,92.02,32.63,119.3,61.2,90,52.06,108.23,216.19,112.13
7/20/16,92.21,32.91,120.08,62.14,92.18,51.76,109.02,217.09,113.44
7/21/16,91.91,32.83,119.51,61.61,93.42,52.07,108.57,216.27,113.18
7/22/16,92.36,32.91,120.4,61.98,93.63,52.76,108.95,217.24,113.65
7/25/16,91.94,32.94,120.22,62.27,94.09,52.67,108.75,216.65,113.66
7/26/16,92.19,33.09,120.8,64.07,93.43,52.21,108.7,216.75,113.79
7/27/16,91.83,33.4,121.14,63.84,95.68,51.61,108.81,216.52,114.58
7/28/16,91.78,33.45,120.83,63.76,95.89,51.81,109.26,216.77,114.98
7/29/16,91.91,33.83,121.07,63.5,96.48,52.12,109.5,217.12,115.23
8/1/16,91.33,33.46,121.17,63.68,98.02,52.15,109.64,216.94,115.84
8/2/16,90.81,33.15,119.48,62.84,98.23,51.81,109.1,215.55,114.96
8/3/16,91.23,33.04,120.45,63,99.31,51.5,109.12,216.18,115.34
8/4/16,91.27,33.14,120.56,63.45,98.72,51.47,109.41,216.41,115.67
8/5/16,92.14,33.42,122.3,64.19,99.1,50.73,110.1,218.18,116.78
8/8/16,92.26,33.52,122.24,64.19,98.06,50.71,109.89,218.05,116.65
8/9/16,92.29,34.01,122.37,64.62,98.19,50.7,110.03,218.18,116.92
8/10/16,91.9,34.21,121.49,64.19,96.27,50.71,109.91,217.64,116.62
8/11/16,92.5,34.45,122.07,64.45,97.3,50.83,110.33,218.65,117.12
8/12/16,92.39,34.47,122.19,64.72,97.51,50.9,110.2,218.46,117.2
8/15/16,92.71,34.58,123.4,65.45,98.4,50.12,110.47,219.09,117.7
8/16/16,92.32,34.54,122.4,65.07,97.03,49.53,109.75,217.96,117.05
8/17/16,92.58,34.46,122.04,64.93,96.97,50.27,109.91,218.37,117.26
8/18/16,92.82,34.65,122.94,65.43,97.22,50.89,109.94,218.86,117.29
8/19/16,92.71,34.35,122.94,65.77,96.77,50.27,109.99,218.54,117.26
8/22/16,92.56,34.31,123.22,65.79,98.67,50.4,110.03,218.53,117.35
8/23/16,92.83,34.49,124.08,66.11,98.73,50.18,110.29,218.97,117.56
8/24/16,92.29,34.41,123.07,65.59,95.41,50.16,109.62,217.85,116.8
8/25/16,92.24,34.26,123.31,65.81,94.29,50.19,109.41,217.7,116.61
8/26/16,92.13,34.13,123.06,66.09,95.05,49.15,109.37,217.29,116.78
8/29/16,92.72,34.23,123.7,66.32,94.62,49.55,109.74,218.36,116.94
8/30/16,92.64,34.28,123.93,66.21,94.43,49.03,109.3,218,116.56
8/31/16,92.44,34.21,123.23,66.21,93.63,49.23,109.15,217.38,116.44
9/1/16,92.25,34.48,123.32,66.82,93.81,48.98,109.26,217.39,116.74
9/2/16,92.7,34.91,124.51,66.76,93.54,49.63,109.73,218.37,117.12
9/6/16,92.97,35.1,124.63,66.75,94.7,50.17,110.04,219.03,117.85
9/7/16,92.91,35.19,125.41,66.31,95.37,50.18,110.02,219.01,117.92
9/8/16,93.14,35.17,125.16,66.18,96.01,50.35,109.5,218.51,117.23
9/9/16,90.92,34.4,121.25,63.78,92.88,48.46,106.89,213.28,114.28
9/12/16,92.11,34.63,122.94,65.09,95.7,49.32,108.41,216.34,116.33
9/13/16,90.7,33.98,120.58,64.38,94.21,48.64,107.15,213.23,115.29
9/14/16,90.27,33.88,120.6,64.92,95.31,48.83,107.39,213.15,115.84
9/15/16,91.06,34.12,122.04,66.53,96.72,49.2,108.64,215.28,117.64
9/16/16,90.59,33.47,121.86,66.56,97.21,49.26,108.34,213.37,117.29
9/19/16,90.7,33.73,122.67,66.79,97.17,49.75,108.23,213.41,116.78
9/20/16,90.2,33.79,122.15,66.54,98.57,49.66,107.96,213.42,117
9/21/16,91.08,34.29,123.92,67.46,99.18,50.67,109.06,215.82,118.15
9/22/16,91.6,34.81,125.7,67.78,100.03,50.98,109.85,217.18,119.09
9/23/16,91.13,34.61,124.81,66.99,99.39,50.94,109.23,215.99,118.33
9/26/16,90.29,34.19,123.23,66.37,98.18,50.81,108.33,214.24,117.34
9/27/16,90.68,34.14,123.73,67.46,99.16,50.15,109.18,215.57,118.5
9/28/16,91.52,34.52,124.68,67.55,98.36,50.08,109.44,216.64,118.7
9/29/16,90.71,33.89,122.86,68.38,95.29,49.33,108.45,214.68,117.84
9/30/16,91.53,34.49,124.21,69.47,96.49,48.99,109.16,216.3,118.72
10/3/16,91.18,34.35,123.82,68.93,96.67,48.3,108.85,215.78,118.55
10/4/16,90.66,34.4,123.21,68.64,96.09,47.29,108.37,214.68,118.37
10/5/16,91.35,34.57,123.95,69.17,96.93,47.19,108.61,215.63,118.79
10/6/16,91.38,34.44,123.82,69.57,94.72,47.18,108.72,215.78,118.73
10/7/16,91.13,34.19,122.83,69.62,94.7,47.12,108.31,215.04,118.47
10/10/16,91.54,34.33,124.3,69.4,96.02,47.51,108.88,216.16,119.22
10/11/16,90.51,33.94,122.03,67.97,92.33,46.97,107.45,213.43,117.52
10/12/16,90.46,33.77,121.93,67.97,90.04,47.43,107.64,213.71,117.42
10/13/16,90.16,33.62,120.92,67.19,90.37,48.02,107.35,213.01,117
10/14/16,90.19,33.75,120.43,67.62,88.69,47.75,107.41,213.12,117.14
10/17/16,89.91,33.73,120.29,67.34,88.57,48.01,106.98,212.38,116.82
10/18/16,90.41,34.07,120.98,68.1,89.81,48.42,107.78,213.71,117.86
10/19/16,90.76,34.15,121.49,67.4,89.16,48.31,107.93,214.28,117.85
10/20/16,90.65,34.22,121.13,67.99,90.01,48.28,107.74,213.88,117.71
10/21/16,90.32,34.09,121.07,67.9,89.26,48,108.06,213.98,118.15
10/24/16,90.53,34.24,121.84,68.77,88.8,48.18,108.85,214.89,119.57
10/25/16,90.41,34.18,120.93,68.58,88.39,48.48,108.2,214.17,119.19
10/26/16,90.5,34.05,119.73,68.38,88.44,48.6,107.68,213.74,118.38
10/27/16,90.44,34.08,118.36,68.18,88.49,48.31,107.22,213.17,117.84
10/28/16,90.04,34.22,118.03,67.79,86.83,48.46,106.92,212.54,117.1
10/31/16,90.12,34.14,118.5,68.27,85.56,49.43,106.83,212.55,116.99
11/1/16,89.57,33.96,117.05,67.64,86.36,48.53,105.94,211.01,116.11
11/2/16,89.17,33.69,115.56,67.22,84.78,47.92,105.33,209.74,115.18
11/3/16,88.96,33.63,115,66.94,82.29,48.1,104.54,208.78,114.05
11/4/16,88.7,33.31,115.74,66.59,83.9,47.95,104.5,208.55,113.65
11/7/16,90.65,33.83,118.57,68.59,87.06,48.79,106.81,213.15,116.35
11/8/16,90.97,33.99,118.88,68.71,87.21,49.17,107.42,214.11,117.11
11/9/16,92.48,33.91,122.54,68.16,95,47.36,107.97,216.38,117.65
11/10/16,93.56,33.69,124.5,66.89,96.59,46.22,107.19,216.92,115.75
11/11/16,93.37,33.31,127.36,68.56,96,46.03,107.17,216.42,115.8
11/14/16,94.08,33,129.15,67.82,97.7,46,106.32,216.59,114.63
11/15/16,94.79,33.24,129.55,68.95,97.11,46.74,107.24,218.28,116.22
11/16/16,94.15,32.77,129.54,69.49,95.5,46.42,107.59,217.87,116.91
11/17/16,94.52,32.87,130.3,69.93,96.17,46.43,108.27,218.99,117.76
11/18/16,94.38,32.49,130.99,70.33,94.91,46.29,107.86,218.5,117.32
11/21/16,95,32.8,131.6,70.79,95.57,46.78,108.84,220.15,118.54
11/22/16,95.25,32.92,132.8,71.61,93.79,46.96,109.04,220.58,118.9
11/23/16,95.5,32.57,133.63,71.5,94.58,46.49,108.88,220.7,118.42
11/25/16,95.84,32.77,134.07,71.71,94.82,47.16,109.22,221.52,118.8
11/28/16,95.36,32.41,132.33,71.53,93.33,48.07,108.78,220.48,118.53
11/29/16,95.31,32.79,132.26,71.26,93.44,48.27,109.17,220.91,118.94
11/30/16,95.85,32.78,131.61,71.06,91.36,46.75,108.2,220.38,117.5
12/1/16,96.05,32.64,130.97,67.68,89.83,46.38,107.02,219.57,115.47
12/2/16,95.93,32.69,130.9,68.77,90.15,46.8,107.33,219.68,115.7
12/5/16,96.47,33.41,133.15,69.46,90.64,46.86,107.92,221,116.6
12/6/16,96.94,33.83,134.59,70.22,91.45,46.77,108.11,221.7,116.88
12/7/16,98.23,34.44,135.9,71.62,88.76,47.38,109.54,224.6,118.36
12/8/16,98.53,34.23,138.04,72.05,89.51,47.46,109.75,225.15,118.57
12/9/16,99.1,34.25,138.31,71.68,89.89,47.96,110.37,226.51,119.5
12/12/16,99.01,34.32,136.85,71.38,89.18,48.46,110.3,226.25,118.96
12/13/16,99.51,34.66,136.86,72.65,89.68,48.96,111.2,227.76,120.46
12/14/16,98.4,34.11,135.15,71.87,89.81,47.95,110.53,225.88,120.21
12/15/16,98.98,34.15,136.16,73.02,90.65,48.29,110.79,226.81,120.4
12/16/16,98.86,34.28,135.91,72.08,90.81,48.41,110.64,225.04,119.6
12/19/16,98.92,34.17,136.8,72.39,89.6,48.59,111.03,225.53,120.09
12/20/16,98.66,34.35,137.96,72.5,90.31,48.65,110.9,226.4,120.55
12/21/16,98.54,34.3,137.06,72.43,89.28,48.45,110.41,225.77,120.46
12/22/16,98.44,34.22,135.32,72.8,88.9,48.62,110.23,225.38,120.12
12/23/16,98.63,34.35,136.04,73.14,90.77,48.61,110.4,225.71,120.2
12/27/16,98.74,34.39,136.65,73.76,90.42,48.65,110.7,226.27,120.82
12/28/16,97.84,34.12,135.25,72.54,89.36,48.19,109.84,224.4,119.88
12/29/16,97.77,34.39,135.37,72.56,89.04,48.84,109.8,224.35,119.71
12/30/16,97.59,34.6,134.85,71.64,88.46,48.57,109.23,223.53,118.48
1/3/17,98.4,34.68,135.52,71.76,90.08,48.45,110.03,225.24,119.54
1/4/17,99,34.9,137.78,71.99,92.41,48.63,110.67,226.58,120.19
1/5/17,98.64,35.19,136.19,71.57,92.7,48.68,110.86,226.4,120.87
1/6/17,98.82,35.13,135.69,71.94,93.42,48.83,111.59,227.21,121.93
1/9/17,98.18,35.03,134.8,72.77,94.76,48.19,111.46,226.46,122.33
1/10/17,98.3,34.97,136.09,73.05,95.5,48.04,111.42,226.46,122.6
1/11/17,98.55,35.17,136.33,73.36,92.65,48.54,111.56,227.1,122.93
1/12/17,98.31,35.2,135.28,72.14,92.98,48.58,111.53,226.53,122.74
1/13/17,98.44,35.36,136.26,73.21,93.34,48.51,111.73,227.05,123.16
1/17/17,97.96,35.36,134.41,72.35,91.51,49.04,111.55,226.25,122.79
1/18/17,98.16,35.22,134.85,73.63,92.27,48.98,111.81,226.75,123.04
1/19/17,97.64,35.19,133.75,73.07,91.49,48.55,111.6,225.91,122.98
1/20/17,97.94,35.42,134.44,73.77,91.14,48.64,111.85,226.74,123.25
1/23/17,97.56,35.48,133.88,73.12,90.28,48.39,111.82,226.15,123.35
1/24/17,98.33,35.56,135.93,74.55,90,48.38,112.38,227.6,124.18
1/25/17,99.23,35.97,137.21,75.47,90.89,48.38,113.2,229.57,125.43
1/26/17,99.09,35.61,136.66,74.89,90.57,48.4,113.12,229.33,125.56
1/27/17,98.68,35.64,136.19,75.85,91.36,48.39,113.27,228.97,125.8
1/30/17,98.17,35.29,134.29,75.49,90.13,48.43,112.57,227.55,124.82
1/31/17,98.25,35.34,135.23,74.44,92.69,49.18,112.31,227.53,124.57
2/1/17,97.98,35.4,135.15,75.2,93.47,48.33,112.68,227.62,125.43
2/2/17,98.09,35.49,134.81,75.28,93.29,48.84,112.77,227.77,125.32
2/3/17,99.02,35.68,136.87,75.61,94.35,48.9,113.32,229.34,125.68
2/6/17,98.65,35.18,135.84,75.52,94.51,48.8,113.29,228.93,125.83
2/7/17,98.52,35.06,135.24,75.84,94.14,48.92,113.41,228.94,126.29
2/8/17,98.61,35.07,135,75.92,93.91,49.4,113.66,229.24,126.5
2/9/17,99.31,35.3,136.9,75.26,94.85,48.98,114.16,230.6,126.96
2/10/17,99.69,35.23,137.94,75.34,94.79,49.29,114.57,231.51,127.38
2/13/17,100.28,35.41,138.3,76.33,95.43,49.53,115.2,232.77,128.1
2/14/17,100.85,35.49,138.76,75.74,96.6,49.17,115.49,233.7,128.53
2/15/17,101.28,35.6,139.59,76.52,98.32,49.05,116.19,234.92,129.29
2/16/17,101.18,35.84,139.2,76.81,97.66,49.54,116.17,234.72,129.25
2/17/17,101.32,35.59,139.11,77.09,98.12,49.57,116.24,235.09,129.81
2/21/17,102.02,35.59,140.2,77.82,97.6,50.09,116.83,236.49,130.45
2/22/17,101.83,35.63,139.58,77.48,96.77,50.3,116.87,236.28,130.5
2/23/17,102.04,35.58,138.75,76.62,96.44,50.82,116.69,236.44,130.01
2/24/17,102.03,35.27,138.65,76.73,96.63,51.59,117.05,236.74,130.26
2/27/17,102.18,35.42,140,77.1,99.42,51.3,117.22,237.11,130.42
2/28/17,102.06,35.41,137.84,76.39,99.08,51.77,117,236.47,130.02
3/1/17,103.51,35.95,140.36,77.28,100.31,51.31,118.46,239.78,131.44
3/2/17,102.84,35.74,138.75,76.6,99.93,51.68,117.79,238.27,130.78
3/3/17,102.73,36.24,138.65,76.87,100.83,51.52,117.9,238.42,131.02
3/6/17,102.34,36.11,137.7,76.9,99.94,51.42,117.71,237.71,130.73
3/7/17,101.92,35.9,136.8,77.09,98.34,51.39,117.49,237,130.51
3/8/17,101.55,35.8,135.9,77.17,99.22,50.65,117.41,236.56,130.74
3/9/17,101.69,36.24,135.36,77.2,99.58,50.54,117.5,236.86,130.84
3/10/17,101.94,36.65,135.96,77.93,100.2,50.96,117.9,237.69,131.39
3/13/17,101.93,36.7,136.28,78.31,100.2,51.11,118.12,237.81,131.61
3/14/17,101.57,36.34,135.63,78.03,99.33,51.06,117.77,236.9,131.29
3/15/17,102.36,36.82,137.73,78.74,100.81,51.88,118.78,238.95,132.1
3/16/17,102.17,37.29,137.91,78.8,99.53,51.31,118.6,238.48,132.01
3/17/17,101.87,37.25,138.46,79.01,98.43,51.23,118.61,237.03,131.69
3/20/17,101.49,37.17,137.75,79.5,98.86,50.9,118.61,236.77,131.81
3/21/17,100.02,37.11,133.97,77.99,96.12,51.61,117.26,233.73,129.81
3/22/17,99.63,37.16,134,78.75,96.64,51.86,117.39,234.28,130.69
3/23/17,99.63,37.31,134.78,78.51,96.33,51.7,117.08,234.03,130.36
3/24/17,99.53,37.44,134.49,79.13,96.69,51.89,117.14,233.86,130.63
3/27/17,99.34,37.63,134.74,79.49,97.71,51.69,117,233.62,130.84
3/28/17,100.24,37.79,135.79,79.64,97.34,51.65,117.77,235.32,131.64
3/29/17,100.18,37.67,136.23,79.32,98.14,51.51,118.01,235.54,132.25
3/30/17,100.66,37.5,137.26,79.72,97.8,51.11,118.18,236.29,132.47
3/31/17,100.27,37.6,137.48,79.71,97.76,51.31,118.14,235.74,132.38
4/3/17,100.03,37.5,136.03,79.52,96.99,51.3,117.99,235.33,132.3
4/4/17,100.13,37.57,135.87,79.24,97.13,51.46,117.96,235.48,132.51
4/5/17,99.73,37.28,134.33,78.77,95.81,51.75,117.75,234.78,131.97
4/6/17,100.09,37.47,135.58,78.81,96.07,51.62,117.91,235.44,132.04
4/7/17,99.89,37.39,135.52,79.12,96.84,51.4,117.92,235.2,131.97
4/10/17,100.04,37.2,135.82,78.42,96.46,51.49,117.92,235.34,132.02
4/11/17,99.94,37.28,136.9,77.83,96.12,51.47,117.71,235.06,131.45
4/12/17,99.52,37.25,135.04,76.82,96.22,51.85,117.26,234.03,130.92
4/13/17,98.9,36.97,133.72,76.25,96.86,51.68,116.75,232.51,130.4
4/17/17,99.57,37.2,135.29,77.08,96.86,51.91,117.68,234.57,131.48
4/18/17,99.14,37,135.32,77.39,95.89,52.03,117.53,233.87,131.28
4/19/17,98.83,37.01,135.79,77.81,96.28,51.67,117.44,233.44,131.49
4/20/17,99.57,37.38,137.52,78.93,96.78,51.47,118.34,235.34,132.59
4/21/17,99.1,37.39,137.21,78.61,95.83,51.73,118.23,234.59,132.56
4/24/17,100.22,39.32,138.92,79.75,97.25,52,119.37,237.17,134.16
4/25/17,100.85,39.6,140.27,80.55,98.52,51.93,120.11,238.55,135.13
4/26/17,100.78,39.34,140.99,79.94,98.8,51.77,120,238.4,134.94
4/27/17,100.57,39.28,140.95,81.01,98.84,51.95,120.38,238.6,135.75
4/28/17,100.17,39.24,139.06,79.7,99.21,51.7,120.37,238.08,135.99
5/1/17,100.12,39.49,139.86,80.53,99.79,51.39,120.84,238.68,137.2
5/2/17,100.02,39.78,139.15,80.1,99.42,51.45,121.04,238.77,137.43
5/3/17,100.27,39.66,138.29,80.56,98.78,51.27,120.73,238.48,136.99
5/4/17,100.22,40.55,138.1,80.48,99.48,51.45,120.87,238.76,137.04
5/5/17,100.64,41.2,138.99,80.8,98.62,51.73,121.32,239.7,137.54
5/8/17,100.54,40.54,138.41,80.6,96.48,51.71,121.43,239.66,137.84
5/9/17,100.13,40.38,138.35,81.41,97.65,51.33,121.53,239.44,138.32
5/10/17,100.38,40.41,139.21,82.44,97.3,51.41,121.71,239.87,138.4
5/11/17,100.12,40.25,138.24,82.62,97.19,51.48,121.53,239.38,138.29
5/12/17,99.83,40.63,137.51,82.85,97.62,51.73,121.54,238.98,138.6
5/15/17,100.41,40.92,138.58,83.77,98.04,51.95,122.12,240.3,139.04
5/16/17,100.14,41.31,138.63,84.77,98.43,51.57,122.12,240.08,139.62
5/17/17,98.34,40.66,134.89,81.58,96.2,51.7,120.01,235.82,136.07
5/18/17,98.6,40.65,135.38,82.79,97.42,51.88,120.72,236.77,137.26
5/19/17,99.24,41.22,136.03,83.75,96.82,52.08,121.4,238.31,137.84
5/22/17,99.65,41.29,136.95,84.55,97.11,52.53,122.13,239.52,139
5/23/17,99.97,41.28,137.4,84.37,96.99,52.67,122.25,240.05,139.14
5/24/17,100.09,41.4,137.49,84.74,97.05,52.97,122.75,240.61,139.78
5/25/17,100.19,41.36,137.58,85.32,96.84,53.4,123.57,241.76,140.97
5/26/17,100.17,41.21,137.54,85.48,96.07,53.4,123.67,241.71,141.22
5/30/17,100.02,41.06,136.46,86.09,94.77,53.57,123.73,241.5,141.34
5/31/17,99.9,41.18,136.32,85.99,95.25,53.84,123.76,241.44,141.29
6/1/17,100.84,41.5,138.95,86.15,96.96,54.22,124.43,243.36,141.84
6/2/17,100.72,41.95,139.85,86.82,98.6,54.28,125.24,244.17,143.46
6/5/17,100.67,41.64,138.98,87.05,98.05,54.11,125.28,243.99,143.43
6/6/17,100.43,41.42,138.85,87.25,97.6,53.99,124.89,243.21,142.86
6/7/17,100.49,41.51,138.98,87.9,97.66,54.17,125.07,243.66,143.42
6/8/17,100.77,41.44,140.88,89.06,98.25,53.72,125,243.78,143.57
6/9/17,101.68,41.42,141.61,85.69,98.04,53.67,123.73,243.41,139.98
6/12/17,101.98,41.1,141.38,85.17,97.74,53.57,123.33,243.36,139.23
6/13/17,102.2,41.44,142.1,85.72,98.14,53.7,124.15,244.55,140.36
6/14/17,102.23,41.41,141.26,84.98,98.7,53.99,124.04,244.24,139.75
6/15/17,102,40.82,140.54,84.2,97.93,54.3,123.75,243.77,139.13
6/16/17,101.83,41.25,140.19,84.15,97.58,54.11,123.81,242.64,138.15
6/19/17,102.51,41.51,141.23,85.64,99.93,53.93,125.12,244.66,140.46
6/20/17,101.83,40.4,139.8,84.57,101.2,53.96,124.38,243.01,139.36
6/21/17,101.37,40.45,139.45,85.54,105.37,53.64,124.72,242.95,140.74
6/22/17,101.22,40.34,139.98,85.32,106.7,53.39,124.81,242.84,140.7
6/23/17,101.23,40.39,140.91,85.67,106.91,53.21,125.15,243.13,141.24
6/26/17,101.54,40.53,141.08,85.34,106.57,53.57,124.79,243.29,140.58
6/27/17,101.14,40.61,139.84,82.9,103.63,52.97,123.46,241.33,138.03
6/28/17,101.41,41.03,141.98,84.1,105.63,52.46,124.14,243.49,140.02
6/29/17,101.03,40.39,141.14,82.21,104.12,52.04,122.62,241.35,137.59
6/30/17,101.17,40.33,140.92,81.86,103.36,51.96,122.81,241.8,137.64
7/3/17,102.02,40.37,142.1,80.92,103.65,51.72,122.56,242.21,136.19
7/5/17,101.77,40.41,141.59,82.46,105.1,51.47,123.1,242.77,137.53
7/6/17,100.9,40.31,139.14,82.11,103.48,51.45,122,240.55,136.29
7/7/17,101.16,40.43,140.49,83.21,104.15,51.49,123.05,242.11,137.76
7/10/17,101.04,40.56,139.88,84.07,103.31,51.45,123.45,242.37,138.66
7/11/17,100.93,40.78,140.29,84.74,104,51.42,123.42,242.19,139.05
7/12/17,101.44,41.04,141.37,85.96,104.67,51.86,124.55,244.01,140.7
7/13/17,101.62,41.2,141.49,85.76,105.47,51.68,124.76,244.42,141.01
7/14/17,101.91,41.47,141.73,86.82,105.47,51.92,125.49,245.56,142.12
7/17/17,101.85,41.36,142.06,86.58,105.03,52.16,125.56,245.53,142.19
7/18/17,101.66,41.3,141.69,86.91,105.05,52.31,125.89,245.66,143.14
7/19/17,102.14,41.42,143.1,87.77,106.54,52.53,126.62,246.99,143.98
7/20/17,102.23,41.66,143.2,87.96,107.64,52.91,126.66,247.1,144.17
7/21/17,102.01,41.34,142.55,87.47,108.29,53.29,126.62,246.88,144.11
7/24/17,101.91,41.23,142.75,87.19,109.11,52.79,126.67,246.82,144.77
7/25/17,102.46,41.34,144.05,86.95,107.94,52.49,126.68,247.42,144.4
7/26/17,102.22,41.69,143.25,87.87,108.63,52.99,126.83,247.43,144.87
7/27/17,102.46,41.59,142.34,86.76,106.6,53.12,126.49,247.2,143.96
7/28/17,102.41,41.63,141.96,86.35,107.27,53.04,126.31,246.91,143.84
7/31/17,102.58,41.63,141.51,85.84,106.36,53.22,126,246.77,143.23
8/1/17,102.84,41.92,141.78,86.21,105.26,53.52,126.23,247.32,143.56
8/2/17,102.81,41.96,140.23,85.74,105.68,53.75,126.43,247.44,143.95
8/3/17,102.57,42.06,139.53,85.44,104.85,54.02,126.1,246.96,143.39
8/4/17,102.8,42.25,140.21,85.69,105.19,53.78,126.29,247.41,143.65
8/7/17,102.77,42.26,140.44,87.2,105.76,53.95,126.74,247.87,144.56
8/8/17,102.53,42.03,140,86.94,104.76,54.17,126.53,247.26,144.31
8/9/17,102.42,41.86,138.79,86.77,104.43,53.89,126.54,247.25,144.12
8/10/17,101.13,41.23,136.27,84.39,101.48,54.06,124.58,243.76,141.03
8/11/17,100.99,41.2,136.47,85.17,102.14,53.74,124.97,244.12,142.1
8/14/17,101.92,41.65,138.54,86.85,103.19,54.05,126.43,246.54,143.93
8/15/17,101.81,41.65,137.4,87.17,103.1,54.35,126.44,246.51,144.03
8/16/17,102,41.89,137.44,87.35,103.36,54.57,126.68,246.94,144.28
8/17/17,100.39,41.35,134.93,85.28,101.6,54.18,124.77,243.09,141.33
8/18/17,100.38,41.49,134.92,85.47,101.35,54.5,124.5,242.71,141.23
8/21/17,100.31,41.45,134.83,85.15,101.56,54.7,124.71,242.9,141.05
8/22/17,101.07,41.73,136.29,86.29,103.51,54.82,126.12,245.44,143.2
